Review,Point
"Hôm bữa mình thấy bên đây có ct khuyến mãi, lật đật phi qua ngay mà ko chú ý là ct này phải zô inbox lấy code hehe.
Thôi lỡ rồi chơi tới luôn vì tính ra cháo ếch chỗ này ngon chớ. Ếch kho thấm tháp, ăn xong cái miệng mình chanh bành vì cay nóng đã đã.
Có điều z0oo hết chỗ, nv chỉ ra khu phía sau. Ngồi ngay là cái cửa nhà vệ sinh,. Chỗ này mình thấy hơi kỳ kỳ và khó chịu lắm ý. Ai lại để khu ăn và nhà vệ sinh sát rạt nhau thế kia.
Phần mình gọi 1 cháo ếch lá dứa. Nhưng thố ếch đầu tiên ÍT 1 cách quá đáng lun. Nhìn là biết ăn ko đủ rồi nên mình phải gọi thêm 1 thố nữa để ăn hết tô cháo. Cái thố sau thì lại rất đầy đặn. Ko biết chỗ này canh liều lượng kiểu gì.
Quán làm hơi lâu, chắc do phải rim ếch cho thấm.
Giá thì hơi cao hình như phần 4, 50k chi lận. Ăn thêm 1 thố thì tính thêm 35k.",6.6
"Buổi trời mưa phùn mạnh tê tái, dân văn phòng đa phần lười đi ăn xa, mình cũng không ngoại lệ. Tìm địa điểm xung quanh thấy có chỗ ni menu có món cơm thịt kho ruốc ngũ quả, đúng hợp lý với thời tiết thế này.
Quán sạch sẽ, vệ sinh, chủ yếu dân văn phòng như mình. Nhân viên phục thân thiện dễ mến.
Cơm ngon vì đơn giản là gạo ngon. Ngũ quả thì luộc tại chỗ, nên lúc ăn vẫn ấm, thịt kho ruốc thấm tháp, đậm đà. Mình phải xin đĩa cơm thêm nữa ăn hết thức ăn. Cơ bản là no và hợp túi tiền.",7.8
"Trời lạnh mưa tầm tã thế nào ngồi ăn tô cháo ếch đậm đà thế này thì trên cả tuyệt vời.
Gia vị thơm ngon đã lắm, ếch thì khá nhiều chắc vì mình gọi tô lớn.
Bãi giữ xe hơi chán không ai dắt phụ hết cả.",8.0
"Gần đây mình mới biết có thêm quán cháo ếch Sing nên rủ bb cùng đi ăn thử gọi luôn phần 3 ếch lớn 120k. Cái hay ở quán đó là order xong mới nấu, k gian bếp mở, có thể xem các bạn nấu ngay tại bếp, bưng ra ăn nóng hổi. Nhất là vào thời tiết mưa lạnh này. Đúng chuẩn cực. Ếch vì phải đợi keo nên đợi hơi lâu xí, nhưng chất lượng lại rất đảm bảo. Như thế cũng rất xứng đáng cho sự chờ đợi. Đặc biệt quán mình nv đặc biệt cực thân thiện luôn. Rất vui vẻ. Mình đi ăn thấy rất ít quán hỏi khách ăn có ngon miệng k? Nhưng thấy quán lúc tính tiền bé đó còn tặng thêm cho mình với bạn vài lời hỏi thăm. Cảm thấy cách phục vụ của quán rất hài lòng. Đảm bảo mình sẽ quay lạy và giới thiệu về quán cho mọi ng cùng tới đây. À với thêm không gian quán hơi nhỏ, cần mở rộng thêm cho thoáng :)",5.8
"Mình hay ăn ở Đặng Thai Mai, diện tích không rộng lắm. Cháo ếch rất ngon, nhiều hương vị, nhiều chọn lựa phù hợp cho cả gia đình. Nhân viên phục vụ lịch sự.
Nên bổ sung thêm 1 số loại cháo khác như (chả, bò, ...) vì có nhiều người không ăn được ếch. Nên bổ sung thêm menu nước (hiện đã có nhưng ít loại)
Nói chung, nếu muốn thưởng thức cháo ếch, hãy đến đây.",8.8
"Cháo ếch ở đây thì với mình là số một ở Đà Nẵng rồi. Ở đây bếp mở nên rất yên tâm về chất lượng món ăn, nguyên liệu thực phẩm thì tươi và sạch. Phục vụ thì mấy bạn trẻ nhưng nhiệt tình. Hôm bữa mình ghé thì quán có bán cơm gà để thực khách thêm sự lựa chọn. Trời mưa xí quán làm thêm cơm thịt kho ruốc với ngũ qua nữa ah.
Cháo ếch ở đây có nhiều sự chọn lựa từ vị cháo đến số lượng ếch.
Quán cứ giữ chất lượng và phục vụ tốt thì mình cứ ủng hộ quán đều đều.",8.2
"Thấy quán được nhiều người review nhất là quán này nên đến ăn thử. Địa điểm quán dễ tìm, nhưng không gian quán hơi nhỏ. Quán ngoài bán cháo ếch thì còn bán nhiều món ăn vặt khác.
 Order: 1 thố ếch nhỏ vị sa tế, 1 thố ếch lớn vị Singapore, 2 tô cháo chan nước lá dứa, 1 ly cóc và 1 ly rau má. 
Review: Ếch ăn khá thấm và ngon. Đặc biệt vị sate cay tét mồm. Nhưng ếch khá ít so với tô cháo nên phải con rưỡi mới đủ tô cháo. Nước rau má ngọt quá.",7.2
"Lần thứ 2 review cho quán.
Rất thích ăn cháo ếch ở đây. Dù giá hơi cao một xíu. Nhưng 2, 3 lần gần đây nhất tới ăn thì cảm thấy ếch ít đi hẳn. Hôm kia thì vừa ít vừa bé, mà nấu cũng chưa thấm nữa...",7.2
"Được bữa foody giảm 30% nên mình mới đặt vì giá thành cũng khá là cao. Ếch thì ngon nhưng điều mình k hài lòng là giao sai đơn hàng mình muốn đặt. Mình đặt phần 3 người nhưng khi nhận hàng thì chỉ có phần cho 1 người mà thu tiền là 90k?? Trong khi đơn xác nhận là 95k k biết là lỗi bên foody hay bên quán??
Mình ăn hẹ k được nên đặt phần cháo là tỏi phi nhưng khi nhận lại là hẹ. Thất vọng thật!! Phần ếch cũng ít cho 1 đũa 1 muỗng là biết cho 1 người rồi. 😭😭Kiểu như bị cho ăn quả lừa ấy 😭😭",5.8
"Lâu rồi không ăn cháo ếch lại nên cũng khá là thèm. Hôm nay sẵn tiện không mang cơm nên gọi Delivery giao về ăn cho khoẻ. Quán này nằm gần công ty mình làm nên phí ship cũng rẻ. Mình đặt phần cháo ếch khổng lồ, hihi, sợ chiều đói bụng nên gọi thêm phần cháo thêm. Thế mà ăn khá no đấy ạ, ếch nhiều, kho khá là thấm gia vị, cháo nấu khá là nhuyễn nên mình rất thích. vừa ăn vừa hít hà thật hấp dẫn. Giá thì cũng khá cao nhưng lâu lâu ăn cũng ok đó, hihi",7.6
"Mình và bạn mình là hai khách đến ăn thường xuyên ở quán. Mình rất ấn tượng về chất lượng đồ ăn tại đây. Thịt ếch rất thấm sốt ngon. Đồ ăn vặt mặc dù lag món phụ nhưng cũng ngon ko kém. Nhưng hôm nay ghé lại quán thì mình hơi buồn vì thịt ếch chưa được thấm gia vị lắm. Còn về nem chua hôm nay cực tệ, nem cứng ăn nghe mùi bột nhiều lắm. Còn lại thì nhân viên vẫn nhiệt tình như mọi khi.",8.0
"Cháo ếch bên này khá là ngon. Ếch nấu thấm, phần sốt chấm bánh mì thfi khỏi nói. Quán sạch sẽ. Nay có bán thêm cơm và nước ép nữa
Phần cháo này ăn k no phải gọi thêm 1 ổ bánh mù chấm
Thịt ếch mềm",8.2
"Lâu ngày ăn lại quán. Chất lượng vẫn vậy. Quán đổi tên mới roài. Thêm món cơm nữa. Phần ếch chấm bánh mì khá ok
Cay cay ăn thấm
Không gian sạch sẽ
Có nước nha đam vs mấy loại khác nữa
Góp ý quán nên sửa lại WC cho ok",7.8
"Không biết ăn gi nên lên sợt foody thấy quán cháo ếch này. Thế là 2 đứa quyết định đi ăn thử. Không gian khá hẹp mà quán lúc đó cũng đông. Mình ngồi ngay gần cái quạt nên gió cư hất vào người mà trời rất nóng nưc khó chịu. Đồ ăn ra hơi lâu nhưng bù lại ếch làm rất thắm ngon, cháo mịn . Kêu tô nhỏ thôi mà ăn đã thấy no rồi. 😂. Nếu chán cơm ra đây ăn cũng đc . Nhân viên phục vụ ok",8.0
"Mỗi khi ngán cơm thì cũng hay ghé quán này ăn cháo ếch nè. Ếch quán làm rất thấm, có thể chọn cháo hành phi, lá dứa, tỏi. Mình thì hay ăn lá dứa vì thơm thơm dễ ăn. 
Quán có bán nước nha đam uống cũng ngon nữa. Ăn buổi trưa mà uống thêm chai ni nữa thì ổn đinh luôn :D
À quán có bán thêm cơm gà nữa.
Phục vụ cũng thân thiện, nhanh nhẹn.",8.4
"Từ hồi biết đến quán này là thường xuyên đến quán luôn. Gọi là thường xuyên nhưng ít thì 1 tháng, nhiều thì tuần nào mình cũng ghé qua.
Ếch nấu thấm, nước sốt sệt ăn cùng cháo rất ngon, thêm chút cay nữa là tuyệt. Mình thích ăn cháo hành, dứa hơi khó ăn, tỏi chưa thử bao giờ. Đồ uống ở đây bình thường thôi, thấy trà đá là ngon nhất rồi.
Bên Phan Tứ đóng cửa nên phải qua Đặng Thai Mai, ở trong lối nên khó tìm, hồi đó mình search google nhưng mà bị nhầm, mãi mới tìm được, huhu. Không gian trong nhà hơi bí. Nhân viên toàn các bạn trẻ nhanh nhẹn, nhưng mình cảm tình với mấy bạn nhân viên bên Phan Tứ hồi trước hơn :)) Ở đây order mới nấu nên đợi hơi lâu, nhưng món ngon nên không thành vấn đề.
Thêm cái nữa là giá hơi đắt một xíu, 50k một phần ếch lớn, ếch nhỏ 40k mà cảm giác nhỏ quá. Thêm 10k gọi ếch lớn cho thoải mái.",7.6
"Mình đến ăn một lần rồi , lần đầu tiên ăn món cháo ếch là ở khách sạn sông Thu, đắt thôi rồi, qua đây án thì phần nhỏ hơn nhưng vị cũng khá ngon, ếch thấm thịt tươi dai ngon, cháo vị lá dứa hay tỏi lhi cũng ngon, da ếch chiên giòn cũng ngon luôn, còn nước nha đam thì bình thươngf. Quán sạch sẽ.",7.6
"Bữa chạy quanh quanh gần công ty không biết kiếm gì ăn trưa nên ghé đại vào đây ăn bò né. Phần của mình là bò né nấm, mình không nhớ rõ giá, hình như 25k thì phải.
Quán làm nóng hổi, vừa ăn, không có pate nên cũng đỡ ngán. Phục vụ nhanh nhẹn, nhiệt tình :))",8.0
"Mỗi khi thấy người không khoẻ, biếng ăn là mình hay qua đây mua cháo về ăn. So với nhiều quán cháo ếch mình từng ăn thì thấy chỗ này ổn định nhất, vừa miệng nhất nên hay ghé lại. Một phần cháo ếch một con ăn vừa đủ, ếch thấm, cháo nấu nhừ nên khi bỏ ếch vào ăn chung là vừa miệng luôn. Tuy nhiên ở đây có một cái chưa thích lắm là giá hơi cao, 40k cho một phần thì dù thích cũng chỉ dám cân nhắc thôi. Bên này được cái nhán viên phục vụ cũng khá ổn, nhanh nhẹn",7.4
"Tự nhiên thèm cháo ếch nên ghé qua đây ăn luôn vì quán gần công ty. Phần này của mình là cháo ếch nhỏ, giá 40k. Cháo ngon, ếch cay thấm vị, có điều so với giá như vậy thì mình thấy cũng hơi đắt chút. Chắc lâu lâu mới dám ăn lần thôi :))
Quán sạch sẽ, nhân viên phục vụ tận tình.",8.0
Về chất lượng thì mình không bàn nhưng về nguồn nhân Viên quán nên bổ sung và cho người cầm điện thoại có kinh nghiệm để order. Mình là người ăn thường xuyên địa chỉ không quá xa quán mà order nhân viên lại quằn không có nhân Viên đã giải thích còn không hiểu. Quán ngon thì có cả trăm quán mà người t ăn uống chỉ quan trọng cách phục vụ thôi. Giá đó khá cao họ bỏ tiền để mua sự phục vụ quán bạn chứ không chỉ thức ăn.,2.2
"Một phần cháo ếch tăng của ngta 20% mà bỏ có nửa con ếch! Các em làm ăn cẩu thả vậy là ko được. 
Tôi chấp nhận tăng lên, nhưng phải làm sao cho nó xứng đáng! Quá tệ!",1.0
"Mấy ngày thèm cay là mình order cháo ếch bên này .Tự dưng thèm phong long zậy đó.
Order 1 phần 1 con ếch nhỏ là 40k. Theo mình thấy thì giá khá cao, khó ăn thường xuyên được.
Mà bữa đó ăn trúng con ếch nhỏ nấu thấm lắm, ăn cay cay mà đậm đã dã man.
Nên bữa sau lại tiếp tục mua ăn, mà ham hố mua phần 50k lun. Ếch to lắm, nhưng vì to, thịt dày nên ếch rim chưa có thấm, ăn ko ngon với có cảm giác nhiều. Nên ăn xong phần lớn là bỏ luôn cơn nghiện cháo ếch bên này.
Giá cao quá, cao quá! Rẻ rẻ xíu thì được.
Giao hàng nhanh nhẹn, dễ thương.",6.6
"Mình có ghé thử 2 lần để thưởng thức 2 món cháo ếch và bò né.
 
Nói về món cháo ếch : không có gì đặc sắc, cháo không thơm, ếch siêu tí hon, hương vị rất đỗi bình thường. Món này giá 40k là quá đắt. 

Bò né : trung bình, điểm tốt là không dùng dầu khi nấu nên yên tâm là gặp phải dầu bẩn. Ở đây sủ dụng bơ tường an để làm món này. Mùi vị ở mức trung bình, giống như cách làm của mấy cô vợ trẻ mới lập gia đình chứ mang ra kinh doanh thì chưa đạt. 

Nước nha đam : thấy quảng cáo 1 cách quá lố so với chất lượng thật sự phải nói là nó đỉnh của dỡ tệ, nhạt nhẽo không thấy nha đam đâu, nghe vị toàn mùi chai nhựa rẻ tiền ( mình gọi chai nhựa) , không dám uống hết phải bỏ lại 

Vệ sinh không tốt, ruồi bay tứ tung khắp nơi 

Điểm cộng là nhân viên khá thân thiện",4.2
"Mình đi ăn vào buổi trưa nắng nóng, vì thèm cay nên đi ăn thôi. Vào quán không gian hơi nhỏ mà bếp thì không có phòng bếp riêng hay ngăn cách nên quán rất nóng, chỉ có quạt thôi không đủ mát, được cái bước vào quán ngửi được mùi ếch là thèm ngay )) và quán lại rất sạch sẽ. Ếch kho cay lắm nên ăn kèm với cháo là đúng bài, ăn rất là vừa miệng luôn, hình như quán có bán bánh mì, chắm với nước ếch cũng rất ngon. Một phần nhỏ là 35k, không rẻ cũng không đắt, chỉ là không hợp với túi tiền của sinh viên để ăn nhiều lần thôi.",8.2
"Không gian: trang trí đơn giản, khá thoáng.
Phục vụ: dễ thương, nhiệt tình
Món ăn: vị thì mình thấy k ngon lắm, tạm ổn.",6.4
"Hay đi ăn cháo ếch ở hải phòng mà hóng foody thấy quán này nên ghé thử. Lần đầu ăn cũng tạm ok, 2ng ăn phần 2 ếch 70k thêm 5k cháo trắng là đc 2 tô cháo với 2 con ếch. Lần đầu tới nv tư vấn khá kỹ lưỡng, gọi cháo hương hành ăn tạm đc nhưng ếch k thấm lắm. Thấy quán treo nh bảng quảng cáo nc nha đam nên kêu 1 ly, uống dở ẹc lun. Tổng hết 85k.
Lần 2, đi 3ng kêu phần ếch khổng lồ 120k (thấy lần trc nv tư vấn ếch big 3 ếch thường nên lần này mạnh dạn kêu thử, ui, thề lun là nó chả khác ếch thường tí nào, cũng chả nhiều hơn tẹo nào luôn). Kêu thêm 1 dĩa dế mèn chiên ăn dở quá k hết nổi nửa dĩa. Cháo gọi hương tỏi ăn dở quá, tỏi hôi lại hắc hắc và đắng nữa. Ếch k thấm mà lần nào tới cũng bị chờ lâu lắc. Hôm đó bị trễ làm, ăn thì dở nên qđ là sau chỉ ăn bên cháo ếch exprressgì đó ở hải phòng thôi. Bên đó nv hơi kém nhưng ăn chất lượng hơn, giá cháo ếch 44k mắc hơn bên này 4k nhưng có quét ecard đc giảm 10% nên tính ra nhau",5.6
"Đang đói bụng thì nghỉ tới món Cháo Ếch , vừa order mang về xong thì cỡ 15"" là có cháo liền , a shiper (mang kính) giao nhanh mà cháo còn nóng nữa thật tuyệt vời . Mình cũng hay tới quán ăn , không gian sạch sẽ , thoáng mát , nhân viên phục vụ lịch sự thì khõi bàn , lúc vô cũng chào mà về cũng chào :D à mà còn dắt xe cho tụi mình nữa chứ . Nói chung rất hài lòng với quán và sẽ ủng hộ dài dài",8.6
"Ta nói bữa trước đội mưa tới quán thật không uổng công chút nào. Vì tới lần đầu nên nhân viên tư vấn rất nhiệt tình :) nếu đi đông nguời thì order combo sẽ lợi hơn á. Thịt ếch mềm, thấm gia vị lại cay cay ăn cùng cháo nóng rất hợp. Mình có order thêm nước nha đam đường phèn được giới thiệu là đặc sản của quán nhưng cá nhân mình thấy bình thường, không đặc sắc lắm. Sẽ ghé quán dài dài.",8.6
"Ghiền cháo ếch Sing hồi nào đến giờ nên nghe chỗ nào bán là đến ăn thử. Theo cá nhân mình thấy chỗ này làm gần giống cháo ếch Lorong 11 ở Sing nhất á. Có khách đến quán mới nấu nên đợi hơi lâu. Bù lại trời lạnh mà dc xì xụp tô cháo nóng hổi thì còn gì bằng. Cháo nấu gạo thường chứ ko fai yến mạch nên ko mịn, tuy nhiên mềm như vậy là có cố gắng á. Ếch thơm, thấm, gọi ếch nhỏ nên ăn chưa đã, chắc lần sau tới gọi phần to. Lúc về 2 bạn nam bay ra dắt xe nữa chứ. Ăn no cành hông mà có 120k 2 người, quá được luôn",8.2
